,GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,Lat_IS,Lon_IS,TIME_IS,Version,up_flag,down_flag,LAI_Miller_up,LAI_Warren_up,LAIe_Miller_up,LAIe_Warren_up,LAI_Miller_down,LAI_Warren_down,LAIe_Miller_down,LAIe_Warren_down,LAI_Miller_up_err,LAI_Warren_up_err,LAIe_Miller_up_err,LAIe_Warren_up_err,clumping_Miller_up,clumping_Warren_up,LAI_Miller_down_err,LAI_Warren_down_err,LAIe_Miller_down_err,LAIe_Warren_down_err,clumping_Miller_down,clumping_Warren_down,clumping_Miller_up_err,clumping_Warren_up_err,clumping_Miller_down_err,clumping_Warren_down_err
645,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230105T020900Z,2.0,0.0,0.0,2.18500353643178,2.0094205337843243,1.5583188932613168,1.4725679969294416,0.1264122674130172,0.1392671086359249,0.1234586522801196,0.1344776493850095,0.0613881954502575,0.0989251140878711,0.0404587254274393,0.0595351968486196,0.7131882705353098,0.7328321633880027,0.0059101571511387,0.0103087162007443,0.0054894116763554,0.0085739434608229,0.976635059291774,0.9656095448679408,0.0272828106801014,0.0466843629598728,0.0630126786125898,0.0943343690557185
646,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230131T090300Z,2.0,0.0,0.0,2.050973124685847,2.2480173630317477,1.4666730601994038,1.5282701475797262,0.0349150269840001,0.0363791235490796,0.033826626858271,0.0360685514823116,0.055362510871158,0.1228927328095432,0.0378513447865883,0.0730470690556719,0.7151108137626416,0.6798302240506954,0.0028975850593296,0.0027336623369893,0.002586583393672,0.0026690743648523,0.9688271721448816,0.9914629040925348,0.0267060242120916,0.0493665039893882,0.1093286658842564,0.1045633069237063
647,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230328T211000Z,2.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,0.3873035943635179,0.3253591475614191,0.3652419647492017,0.3035195581902574,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0172216415843413,0.0286705942129279,0.0144336289492876,0.0227291225323804,0.9430378908551788,0.9328754407710668,-999.0,-999.0,0.0560996659368341,0.1078788802732605
648,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230412T130400Z,2.0,0.0,0.0,5.056114525078315,4.072514893418335,3.643552582543069,2.898339709279327,0.2955788661914905,0.2657057824048469,0.2726614926507695,0.2451078636640742,0.0928931192696054,0.139668993597043,0.0806580251474519,0.1399335365567113,0.7206230326609608,0.711683022685414,0.0167965394530318,0.0306749192756923,0.0140305122388045,0.0231430022384157,0.9224661294766794,0.9224784701546752,0.0207309300065501,0.0421470030420212,0.070718154292482,0.137579457066458
649,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230424T191100Z,2.0,0.0,0.0,5.297078590391413,4.0415544102443866,3.775131291463216,3.0018205718638127,0.3366174449284468,0.2809299778385582,0.3070715184947953,0.2612766628464467,0.1033252162544785,0.1188479172662165,0.0869763225809858,0.0997569379116335,0.7126817597743557,0.7427391214268713,0.0168313142869289,0.0245415923229573,0.0143555881558141,0.0204598378095349,0.9122269897808416,0.9300419444613148,0.0215142039753085,0.0329588505521336,0.0624438677968797,0.1091106219836087
650,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230524T065900Z,2.0,0.0,0.0,5.387775122065704,4.432966181730419,3.933665657190729,3.302359843768421,0.44959376562797,0.3940932782143878,0.4186673973562974,0.362288026817757,0.0929721711512931,0.1363811814182739,0.0849683641934757,0.1508908509161947,0.7301094734040309,0.7449548921393614,0.0186669282707097,0.0316458984082766,0.0163968741365944,0.0281974731963908,0.9312126398628412,0.9192951183010823,0.020185212323929,0.0410350592931607,0.053150350590464,0.102804735844858
651,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230620T173300Z,2.0,0.0,0.0,5.635090699004064,4.579441683184736,3.938194370450955,3.242097938626403,0.3974996555861495,0.3898246414711267,0.3671611236514349,0.3516071214861491,0.1044464509879834,0.1744292041670018,0.0896614369287352,0.1562896735811829,0.6988697397802284,0.7079679495714666,0.0209725626406738,0.0441904581083321,0.0187666056848274,0.0370286922617816,0.923676583090424,0.9019622776006369,0.0205173843260136,0.0434963805768746,0.0678525546030707,0.1395601652488449
652,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230719T071400Z,2.0,0.0,0.0,4.886708576642867,4.145485750343011,3.5933390214244114,3.096913233292216,0.2531860681612404,0.2336159336424941,0.2391712226878098,0.2214413084468585,0.0986494034551826,0.1431789915393502,0.0832096091144285,0.1290343498565268,0.7353291003682092,0.7470567793016699,0.0125641196893272,0.0232730361412941,0.0108302644113842,0.0201367535995975,0.9446460637616708,0.9478861522593464,0.0225897602558809,0.0404303491031055,0.0634605977755019,0.127853974483852
653,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230816T080600Z,2.0,2.0,2.0,5.348679596553907,3.7746050430225457,4.169672430671474,2.782410269993852,0.3251705595913438,0.269770965039409,0.3125136858684224,0.261259781102952,0.1571047722513117,0.3370039665417989,0.1326433384916318,0.2129480141304057,0.7795704258220937,0.7371394459235433,0.0166493398667376,0.0205607749940529,0.0151608775135063,0.0198847698863987,0.9610762003213704,0.9684503336553892,0.0337538670396353,0.0866841510954758,0.0677890019129271,0.1043130631203555
654,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20230927T081400Z,2.0,0.0,0.0,4.568910410816141,4.022415663944351,3.3736747770373854,2.878174708577446,0.2081991675955213,0.225823992858722,0.1966293005780639,0.2106452416676999,0.0878829715668529,0.153246596311849,0.0683893711581434,0.1235441977676247,0.7383981023245209,0.7155338853655739,0.0107885407811669,0.0258078723455953,0.0094092736974663,0.0220867430906712,0.9444288507438474,0.9327850375911202,0.0206344664793406,0.0410667916879703,0.0666143032341657,0.1446711486784045
655,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20231010T081200Z,2.0,0.0,0.0,4.524601270570542,3.464508337671387,3.3142809458929805,2.596095032138222,0.2907580677756003,0.2927580159539118,0.2798368854525533,0.2818365849065419,0.088801547718596,0.114769286261272,0.0693504970449244,0.0837979103954908,0.7325023240059024,0.7493401022908621,0.0096733999014743,0.0194439284340278,0.0083613079172382,0.0171548740428069,0.9624389362379594,0.9626946814358476,0.0210145195060212,0.0346589526635235,0.0430376285235655,0.0867284188583868
656,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20231204T175200Z,2.0,0.0,0.0,2.611416290232357,2.557339823126748,1.8451782521660856,1.7945873754683317,0.0671038592815849,0.0852401982925171,0.0645217844726718,0.0827118263631254,0.0705048316199714,0.1208926806110859,0.0507514025013781,0.0911945450985545,0.7065814282723597,0.7017398936345377,0.0046782962029196,0.0095852818449938,0.0040743191018648,0.0087520391973818,0.9615212174596678,0.970338267859078,0.0272327137123523,0.0487041401592657,0.0904441604837865,0.1498272205942068
657,GBOV_RM7_1575,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190904T133800Z,2.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,1.53,1.15,1.38,1.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.06,0.05,0.06,0.05,0.9,0.95,-999.0,-999.0,0.05,0.06
658,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170406T000000Z,2.0,0.0,8.0,1.34,1.08,0.87,0.73,0.744,0.6,0.686,0.56,0.06,0.11,0.04,0.05,0.65,0.67,0.034,0.05,0.028,0.04,0.92,0.93,0.04,0.08,0.06,0.1
659,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170406T195100Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
660,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170417T000000Z,2.0,0.0,0.0,1.68,2.01,0.99,1.08,0.7,0.67,0.6,0.55,0.1,0.23,0.05,0.1,0.59,0.54,0.05,0.1,0.04,0.07,0.84,0.82,0.05,0.08,0.09,0.16
661,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170417T194400Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
662,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170502T000000Z,2.0,0.0,0.0,1.43,1.15,0.91,0.76,1.49,1.19,1.27,1.03,0.07,0.1,0.04,0.05,0.64,0.65,0.08,0.11,0.06,0.09,0.85,0.87,0.04,0.07,0.06,0.11
663,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170502T200300Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
664,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170516T000000Z,2.0,0.0,0.0,1.43,1.12,0.92,0.77,1.87,1.54,1.5,1.24,0.07,0.09,0.04,0.05,0.64,0.69,0.11,0.16,0.07,0.11,0.8,0.81,0.04,0.07,0.06,0.11
665,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170516T072000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
666,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170530T000000Z,2.0,0.0,0.0,1.24,1.14,0.855,0.78,1.42,1.08,1.16,0.9,0.05,0.1,0.034,0.05,0.69,0.68,0.08,0.12,0.06,0.09,0.82,0.84,0.04,0.08,0.06,0.13
667,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170530T193200Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
668,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170614T000000Z,2.0,0.0,0.0,1.39,1.06,0.91,0.73,1.72,1.21,1.45,1.07,0.06,0.11,0.04,0.05,0.65,0.69,0.08,0.09,0.07,0.08,0.84,0.88,0.04,0.08,0.06,0.09
669,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170614T203900Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
670,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170626T000000Z,2.0,0.0,0.0,1.41,1.19,0.91,0.76,1.51,1.16,1.23,0.95,0.06,0.11,0.04,0.05,0.65,0.64,0.09,0.12,0.06,0.08,0.82,0.82,0.04,0.07,0.06,0.11
671,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170626T201200Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
672,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170713T014900Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
673,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170726T074100Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
674,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170807T000000Z,2.0,0.0,0.0,1.54,1.34,1.0,0.9,1.18,0.97,1.04,0.84,0.07,0.12,0.04,0.06,0.65,0.67,0.05,0.08,0.04,0.05,0.88,0.86,0.04,0.07,0.05,0.09
675,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170807T190900Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
676,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170824T000000Z,2.0,0.0,0.0,1.6,1.5,1.04,0.98,1.28,0.99,1.15,0.91,0.08,0.14,0.05,0.08,0.65,0.66,0.06,0.07,0.05,0.06,0.9,0.92,0.04,0.08,0.06,0.09
677,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170824T073600Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
678,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170906T000000Z,2.0,0.0,0.0,1.56,1.7,1.02,1.08,0.89,0.64,0.8,0.6,0.08,0.18,0.05,0.08,0.65,0.63,0.04,0.06,0.04,0.05,0.9,0.93,0.05,0.08,0.06,0.11
679,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170906T072600Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
680,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170918T000000Z,2.0,0.0,8.0,1.52,1.39,0.98,0.85,0.82,0.582,0.805,0.575,0.07,0.11,0.04,0.05,0.65,0.62,0.025,0.028,0.024,0.028,0.98,0.99,0.04,0.06,0.04,0.07
681,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20170918T195100Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
682,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171002T000000Z,2.0,0.0,0.0,1.48,1.43,0.97,0.92,0.433,0.32,0.4,0.3,0.07,0.13,0.04,0.05,0.66,0.64,0.026,0.04,0.022,0.04,0.92,0.92,0.04,0.07,0.07,0.17
683,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171002T162100Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
684,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171018T000000Z,2.0,0.0,0.0,1.38,1.11,0.91,0.76,0.67,0.46,0.593,0.41,0.06,0.1,0.04,0.05,0.66,0.68,0.04,0.06,0.031,0.05,0.89,0.89,0.04,0.07,0.07,0.15
685,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171018T080500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
686,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171031T000000Z,2.0,0.0,0.0,1.39,1.07,0.9,0.74,0.616,0.4,0.561,0.37,0.06,0.09,0.04,0.05,0.64,0.69,0.033,0.05,0.028,0.04,0.91,0.92,0.04,0.08,0.07,0.15
687,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171031T081800Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
688,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171129T000000Z,2.0,0.0,0.0,1.23,1.4,0.85,0.9,0.101,0.063,0.096,0.061,0.06,0.1,0.04,0.05,0.69,0.65,0.009,0.01,0.008,0.009,0.95,0.97,0.04,0.06,0.11,0.21
689,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171129T092700Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
690,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171228T000000Z,2.0,0.0,0.0,1.06,1.05,0.769,0.73,0.068,0.045,0.067,0.044,0.05,0.1,0.031,0.05,0.72,0.7,0.004,0.005,0.004,0.005,0.98,0.98,0.04,0.08,0.08,0.15
691,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20171228T173500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
692,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180109T000000Z,2.0,0.0,0.0,1.13,1.14,0.801,0.8,0.072,0.043,0.07,0.041,0.05,0.08,0.031,0.05,0.71,0.7,0.005,0.005,0.005,0.005,0.97,0.97,0.04,0.06,0.09,0.16
693,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180109T090000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
694,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180206T000000Z,2.0,0.0,0.0,1.3,0.95,0.87,0.68,0.0518,0.04,0.0509,0.04,0.06,0.09,0.04,0.05,0.67,0.72,0.0034,0.004,0.0032,0.0035,0.98,0.99,0.04,0.08,0.09,0.12
695,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180206T190000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
696,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180307T000000Z,2.0,0.0,8.0,1.41,0.99,0.91,0.69,0.128,0.1,0.125,0.098,0.06,0.1,0.04,0.05,0.64,0.7,0.006,0.012,0.006,0.011,0.97,0.97,0.04,0.09,0.07,0.16
697,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180307T191500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
698,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180404T000000Z,2.0,0.0,0.0,1.37,1.0,0.9,0.7,0.63,0.47,0.551,0.43,0.06,0.11,0.04,0.04,0.66,0.7,0.04,0.05,0.03,0.04,0.87,0.9,0.04,0.09,0.08,0.13
699,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180404T194100Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
700,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180416T000000Z,2.0,0.0,0.0,1.5,1.12,0.93,0.73,1.48,1.08,1.14,0.88,0.07,0.1,0.04,0.05,0.62,0.65,0.11,0.12,0.06,0.09,0.77,0.81,0.04,0.07,0.07,0.12
701,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180416T193600Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
702,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180501T000000Z,2.0,0.0,0.0,1.31,1.07,0.873,0.73,0.308,0.25,0.302,0.245,0.06,0.1,0.035,0.04,0.67,0.68,0.011,0.017,0.011,0.017,0.98,0.98,0.04,0.08,0.05,0.09
703,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180501T202200Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
704,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180515T000000Z,2.0,0.0,0.0,1.29,1.21,0.875,0.84,0.592,0.52,0.559,0.46,0.06,0.11,0.035,0.06,0.68,0.69,0.032,0.07,0.029,0.05,0.94,0.9,0.04,0.08,0.07,0.16
705,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180515T023600Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
706,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180530T000000Z,2.0,64.0,64.0,1.4,1.22,0.91,0.82,2.08,1.75,1.9,1.55,0.06,0.11,0.04,0.06,0.65,0.67,0.07,0.13,0.06,0.1,0.91,0.88,0.04,0.07,0.04,0.09
707,GBOV_RM7_898,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180530T062300Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
